"","SSU_YEAR","NUM.total","occ","SPECIES_CD","X","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","ZONE_NR","SUBREGION_NR","MPA_NR","SPECIES_NR","LEN","NUM","TIME_SEEN","PROT","STRAT","REGION","LAT_LON","REEF_site","REEF_lat","REEF_lon","region.id","HAB_CD2","psu_id","NUM.total2","PSU_YEAR"
"367","2005_467U_2",0,0,"HOL BERM",1459592,"467U",2005,6,16,2,24.51097,-81.56292,9,12.2,5491055,"SPGR_LR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.51097_-81.56292","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",467,0,"2005_467U"
"368","2005_470U_1",0,0,"HOL BERM",1460280,"470U",2005,6,15,1,24.4542,-81.84927,21.3,6.1,4947274,"CONT_LR",4,8,0,152,0,0,1,0,"FDLR","FLA KEYS","24.4542_-81.84927","Eastern Dry Rocks Shallow",24.4591666666667,-81.8445,3408,"CONT",468,0,"2005_470U"
"369","2005_470U_2",0,0,"HOL BERM",1460199,"470U",2005,6,15,2,24.4548,-81.84863,21,5.3,4947275,"CONT_LR",4,8,0,152,0,0,1,0,"FDLR","FLA KEYS","24.4548_-81.84863","Eastern Dry Rocks Shallow",24.4591666666667,-81.8445,3408,"CONT",469,0,"2005_470U"
"370","2005_471U_1",0,0,"HOL BERM",1461030,"471U",2005,6,15,1,24.4738,-81.83412,6.4,3.8,4977285,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.4738_-81.83412","NOAA Site-Stn 14022",24.4648333333333,-81.8342166666667,3408,"CONT",470,0,"2005_471U"
"371","2005_471U_2",0,0,"HOL BERM",1461060,"471U",2005,6,15,2,24.47352,-81.83457,6.1,3.8,4977285,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.47352_-81.83457","NOAA Site-Stn 14022",24.4648333333333,-81.8342166666667,3408,"CONT",471,0,"2005_471U"
"372","2005_472U_1",0,0,"HOL BERM",1461845,"472U",2005,6,8,1,24.47183,-81.73387,20.3,3.8,5168534,"SPGR_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.47183_-81.73387","S + RS F04",24.4730166666667,-81.73435,3408,"SPGR",472,0,"2005_472U"
"373","2005_473U_1",1,1,"HOL BERM",1462275,"473U",2005,6,16,1,24.50192,-81.59937,19.5,12.2,5423550,"SPGR_LR",4,8,0,152,22,0.5,1,0,"FDLR","FLA KEYS","24.50192_-81.59937","Maryland Shoals",24.506,-81.594,3408,"SPGR",473,1,"2005_473U"
"374","2005_473U_2",1,1,"HOL BERM",1462315,"473U",2005,6,16,2,24.50242,-81.59923,19.2,13.7,5423550,"SPGR_LR",4,8,0,152,30,0.5,1,0,"FDLR","FLA KEYS","24.50242_-81.59923","Maryland Shoals",24.506,-81.594,3408,"SPGR",474,1,"2005_473U"
"375","2005_474U_2",1,1,"HOL BERM",1463117,"474U",2005,6,7,2,24.44318,-81.97358,22.6,3.1,4711019,"ISOL_LR",4,8,0,152,35,1,2,0,"FDLR","FLA KEYS","24.44318_-81.97358","NOAA Site-Stn E041",24.4433833333333,-81.9727833333333,3408,"ISOL",475,1,"2005_474U"
"376","2005_475U_1",1,1,"HOL BERM",1463556,"475U",2005,6,15,1,24.47047,-81.80797,8.7,4.6,5026033,"ISOL_LR",4,8,0,152,38,0.5,1,0,"FMLR","FLA KEYS","24.47047_-81.80797","Sea Buoy",24.4611666666667,-81.8,3408,"ISOL",476,1,"2005_475U"
"377","2005_475U_2",0,0,"HOL BERM",1463547,"475U",2005,6,15,2,24.46992,-81.80835,8.4,5.3,5026033,"ISOL_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.46992_-81.80835","Sea Buoy",24.4611666666667,-81.8,3408,"ISOL",477,0,"2005_475U"
"378","2005_480U_1",0,0,"HOL BERM",1466091,"480U",2005,6,16,1,24.48235,-81.70767,10.1,3.8,5217290,"SPGR_HR",4,8,20,152,0,0,1,1,"HRRF","FLA KEYS","24.48235_-81.70767","NOAA Site-Stn 14422",24.4858833333333,-81.7105166666667,3408,"SPGR",482,0,"2005_480U"
"379","2005_482U_1",0,0,"HOL BERM",1467464,"482U",2005,6,15,1,24.459,-81.8448,5.8,7.6,4954777,"SPGR_HR",4,8,21,152,0,0,1,1,"HRRF","FLA KEYS","24.459_-81.8448","Eastern Dry Rocks Shallow",24.4591666666667,-81.8445,3408,"SPGR",485,0,"2005_482U"
"380","2005_484U_1",0,0,"HOL BERM",1469332,"484U",2005,6,8,1,24.4923,-81.66167,3.5,6.9,5303545,"SPGR_HR",4,8,19,152,0,0,1,1,"HRRF","FLA KEYS","24.4923_-81.66167","Eastern Sambo",24.4911666666667,-81.664,3408,"SPGR",486,0,"2005_484U"
"381","2005_484U_2",0,0,"HOL BERM",1469333,"484U",2005,6,8,2,24.49237,-81.66183,3.7,7.6,5303545,"SPGR_HR",4,8,19,152,0,0,1,1,"HRRF","FLA KEYS","24.49237_-81.66183","Eastern Sambo",24.4911666666667,-81.664,3408,"SPGR",487,0,"2005_484U"
"382","2005_485U_1",0,0,"HOL BERM",1470222,"485U",2005,6,16,1,24.49145,-81.66382,6,15.2,5299795,"SPGR_HR",4,8,19,152,0,0,1,1,"HRRF","FLA KEYS","24.49145_-81.66382","Eastern Sambo",24.4911666666667,-81.664,3408,"SPGR",488,0,"2005_485U"
"383","2005_485U_2",0,0,"HOL BERM",1470181,"485U",2005,6,16,2,24.49177,-81.6641,4.1,15.2,5299795,"SPGR_HR",4,8,19,152,0,0,1,1,"HRRF","FLA KEYS","24.49177_-81.6641","Eastern Sambo",24.4911666666667,-81.664,3408,"SPGR",489,0,"2005_485U"
"384","2005_487U_1",0,0,"HOL BERM",1470996,"487U",2005,6,15,1,24.4613,-81.84007,9.5,6.9,4966028,"SPGR_HR",4,8,21,152,0,0,1,1,"HRRF","FLA KEYS","24.4613_-81.84007","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"SPGR",490,0,"2005_487U"
"385","2005_487U_2",0,0,"HOL BERM",1471117,"487U",2005,6,15,2,24.46095,-81.84013,8.1,6.9,4966028,"SPGR_HR",4,8,21,152,0,0,1,1,"HRRF","FLA KEYS","24.46095_-81.84013","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"SPGR",491,0,"2005_487U"
"386","2005_488U_1",0,0,"HOL BERM",1471889,"488U",2005,6,15,1,24.45493,-81.85655,6.1,7.6,4932275,"SPGR_HR",4,8,22,152,0,0,1,1,"HRRF","FLA KEYS","24.45493_-81.85655","Rock Key",24.449,-81.8563333333333,3408,"SPGR",492,0,"2005_488U"
"387","2005_489U_1",0,0,"HOL BERM",1472864,"489U",2005,6,14,1,24.45495,-81.85977,3.5,8.4,4928525,"SPGR_HR",4,8,22,152,0,0,1,1,"HRRF","FLA KEYS","24.45495_-81.85977","Squid Row",24.4496666666667,-81.8606666666667,3408,"SPGR",493,0,"2005_489U"
"388","2005_490U_1",0,0,"HOL BERM",1473999,"490U",2005,6,14,1,24.45268,-81.87545,4.7,9.1,4898524,"SPGR_HR",4,8,23,152,0,0,1,1,"HRRF","FLA KEYS","24.45268_-81.87545","Sand Key",24.4508333333333,-81.8778333333333,3408,"SPGR",494,0,"2005_490U"
"389","2005_491U_1",0,0,"HOL BERM",1474961,"491U",2005,6,7,1,24.45357,-81.87485,5,6.1,4898524,"SPGR_HR",4,8,23,152,0,0,1,1,"HRRF","FLA KEYS","24.45357_-81.87485","Sand Key",24.4508333333333,-81.8778333333333,3408,"SPGR",495,0,"2005_491U"
"390","2005_492U_1",0,0,"HOL BERM",1475707,"492U",2005,6,15,1,24.4609,-81.84807,14,6.9,4951028,"CONT_LR",4,8,21,152,0,0,1,1,"FDLR","FLA KEYS","24.4609_-81.84807","Eastern Dry Rocks Shallow",24.4591666666667,-81.8445,3408,"CONT",496,0,"2005_492U"
"391","2005_492U_2",0,0,"HOL BERM",1476022,"492U",2005,6,15,2,24.46052,-81.84718,7.9,7.6,4951028,"CONT_LR",4,8,21,152,0,0,1,1,"FMLR","FLA KEYS","24.46052_-81.84718","Eastern Dry Rocks Shallow",24.4591666666667,-81.8445,3408,"CONT",497,0,"2005_492U"
"392","2005_493U_1",0,0,"HOL BERM",1476751,"493U",2005,6,7,1,24.4542,-81.8816,6.7,3.8,4887274,"CONT_LR",4,8,23,152,0,0,1,1,"FMLR","FLA KEYS","24.4542_-81.8816","Sand Key",24.4508333333333,-81.8778333333333,3408,"CONT",498,0,"2005_493U"
"393","2005_493U_2",0,0,"HOL BERM",1476669,"493U",2005,6,7,2,24.45408,-81.88118,6.9,5.3,4887274,"CONT_LR",4,8,23,152,0,0,1,1,"FMLR","FLA KEYS","24.45408_-81.88118","Sand Key",24.4508333333333,-81.8778333333333,3408,"CONT",499,0,"2005_493U"
"394","2005_494U_1",0,0,"HOL BERM",1477588,"494U",2005,6,16,1,24.49022,-81.66725,7.6,12.2,5292294,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.49022_-81.66725","Eastern Sambo",24.4911666666667,-81.664,3408,"CONT",500,0,"2005_494U"
"395","2005_494U_2",0,0,"HOL BERM",1477633,"494U",2005,6,16,2,24.49047,-81.66703,7.9,10.7,5296044,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.49047_-81.66703","Eastern Sambo",24.4911666666667,-81.664,3408,"CONT",501,0,"2005_494U"
"396","2005_495U_1",1,1,"HOL BERM",1478422,"495U",2005,6,8,1,24.47738,-81.72295,20,3.8,5187287,"SPGR_LR",4,8,20,152,32,0.5,2,1,"FMLR","FLA KEYS","24.47738_-81.72295","Western Sambo",24.4791666666667,-81.7163333333333,3408,"SPGR",502,1,"2005_495U"
"397","2005_495U_2",0,0,"HOL BERM",1478515,"495U",2005,6,8,2,24.47728,-81.72237,21,3.1,5187287,"SPGR_LR",4,8,20,152,0,0,1,1,"FMLR","FLA KEYS","24.47728_-81.72237","Western Sambo",24.4791666666667,-81.7163333333333,3408,"SPGR",503,0,"2005_495U"
"398","2005_496U_1",1,1,"HOL BERM",1479192,"496U",2005,6,16,1,24.47787,-81.71118,19.6,9.9,5209787,"SPGR_LR",4,8,20,152,30,0.5,2,1,"HRRF","FLA KEYS","24.47787_-81.71118","Western Sambos Deep (HV monitoring site)",24.4776666666667,-81.7155,3408,"SPGR",504,1,"2005_496U"
"399","2005_496U_2",0,0,"HOL BERM",1479300,"496U",2005,6,16,2,24.47822,-81.71128,19.1,9.1,5209787,"SPGR_LR",4,8,20,152,0,0,1,1,"HRRF","FLA KEYS","24.47822_-81.71128","Western Sambos Deep (HV monitoring site)",24.4776666666667,-81.7155,3408,"SPGR",505,0,"2005_496U"
"400","2005_497U_1",0,0,"HOL BERM",1480222,"497U",2005,6,14,1,24.45258,-81.85945,21.2,6.9,4928524,"SPGR_LR",4,8,0,152,0,0,1,0,"FDLR","FLA KEYS","24.45258_-81.85945","Squid Row",24.4496666666667,-81.8606666666667,3408,"SPGR",506,0,"2005_497U"
"401","2005_497U_2",0.5,1,"HOL BERM",1480140,"497U",2005,6,14,2,24.45295,-81.8593,20,7.6,4928524,"SPGR_LR",4,8,0,152,0,0,1,0,"FDLR","FLA KEYS","24.45295_-81.8593","Squid Row",24.4496666666667,-81.8606666666667,3408,"SPGR",507,1,"2005_497U"
"402","2005_498U_1",0.5,1,"HOL BERM",1480735,"498U",2005,6,14,1,24.45072,-81.8794,20.7,7.6,4891023,"SPGR_LR",4,8,23,152,25,0.5,2,1,"HRRF","FLA KEYS","24.45072_-81.8794","Sand Key",24.4508333333333,-81.8778333333333,3408,"SPGR",508,1,"2005_498U"
"403","2005_498U_2",0.5,1,"HOL BERM",1481059,"498U",2005,6,14,2,24.45067,-81.87997,19.2,9.1,4891023,"SPGR_LR",4,8,23,152,40,0.5,2,1,"HRRF","FLA KEYS","24.45067_-81.87997","Sand Key",24.4508333333333,-81.8778333333333,3408,"SPGR",509,1,"2005_498U"
"404","2005_499U_1",0,0,"HOL BERM",1481784,"499U",2005,6,8,1,24.48668,-81.6995,6.9,6.9,5232292,"ISOL_LR",4,8,20,152,0,0,1,1,"FMLR","FLA KEYS","24.48668_-81.6995","NOAA Site-Stn 14432",24.4863666666667,-81.6984333333333,3408,"ISOL",510,0,"2005_499U"
"405","2005_499U_2",0,0,"HOL BERM",1481840,"499U",2005,6,8,2,24.48617,-81.70043,8.1,7.6,5232292,"ISOL_LR",4,8,20,152,0,0,1,1,"FMLR","FLA KEYS","24.48617_-81.70043","NOAA Site-Stn 14432",24.4863666666667,-81.6984333333333,3408,"ISOL",511,0,"2005_499U"
"406","2005_500U_2",0,0,"HOL BERM",1482276,"500U",2005,6,8,2,24.4881,-81.70075,8.7,8.4,5228543,"ISOL_LR",4,8,20,152,0,0,1,1,"FMLR","FLA KEYS","24.4881_-81.70075","NOAA Site-Stn 14432",24.4863666666667,-81.6984333333333,3408,"ISOL",512,0,"2005_500U"
"407","2005_614U_1",0,0,"HOL BERM",1486424,"614U",2005,7,20,1,24.47947,-81.71475,4.3,9.1,5202288,"SPGR_HR",4,8,20,152,0,0,1,1,"HRRF","FLA KEYS","24.47947_-81.71475","Marker II (Haystack)",24.4793333333333,-81.7161666666667,3408,"SPGR",513,0,"2005_614U"
"408","2005_629U_1",0,0,"HOL BERM",1496200,"629U",2005,7,14,1,24.51382,-81.54315,16.8,4.6,5528557,"SPGR_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.51382_-81.54315","NOAA Site-Stn 13592",24.5236166666667,-81.5238666666667,3408,"SPGR",514,0,"2005_629U"
"409","2005_632U_1",1,1,"HOL BERM",1497968,"632U",2005,7,15,1,24.51107,-81.54182,27.7,12.2,5532305,"SPGR_LR",4,8,0,152,25,1,2,0,"FDLR","FLA KEYS","24.51107_-81.54182","NOAA Site-Stn 13592",24.5236166666667,-81.5238666666667,3408,"SPGR",515,1,"2005_632U"
"410","2006_409U_1",0.5,1,"HOL BERM",1634861,"409U",2006,7,18,1,24.49893,-81.68987,8.7,6.9,5251049,"ISOL_MR",3,8,0,152,0,0,1,0,"OFPR","FLA KEYS","24.49893_-81.68987","NOAA Site-Stn 13902",24.5012,-81.6946333333333,3408,"ISOL",547,1,"2006_409U"
"411","2006_409U_2",0,0,"HOL BERM",1634981,"409U",2006,7,18,2,24.49873,-81.69032,8.2,3.8,5251049,"ISOL_MR",3,8,0,152,0,0,1,0,"OFPR","FLA KEYS","24.49873_-81.69032","NOAA Site-Stn 13902",24.5012,-81.6946333333333,3408,"ISOL",548,0,"2006_409U"
"412","2006_410U_2",0,0,"HOL BERM",1635517,"410U",2006,9,20,2,24.50072,-81.66685,7.2,4.6,5296050,"ISOL_MR",3,8,0,152,0,0,1,0,"OFPR","FLA KEYS","24.50072_-81.66685","Eastern Sambo",24.4911666666667,-81.664,3408,"ISOL",549,0,"2006_410U"
"413","2006_411U_1",0,0,"HOL BERM",1636046,"411U",2006,8,16,1,24.52092,-81.6,6.9,6.1,5423561,"ISOL_MR",3,8,0,152,0,0,1,0,"OFPR","FLA KEYS","24.52092_-81.6","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"ISOL",550,0,"2006_411U"
"414","2006_411U_2",0,0,"HOL BERM",1636357,"411U",2006,8,16,2,24.52018,-81.60028,6.3,7.6,5419810,"ISOL_MR",3,8,0,152,0,0,1,0,"OFPR","FLA KEYS","24.52018_-81.60028","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"ISOL",551,0,"2006_411U"
"415","2006_413U_1",0,0,"HOL BERM",1636963,"413U",2006,7,11,1,24.46388,-81.83768,7.5,4.6,4969780,"CONT_LR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.46388_-81.83768","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"CONT",552,0,"2006_413U"
"416","2006_413U_2",0,0,"HOL BERM",1637072,"413U",2006,7,11,2,24.46388,-81.83777,4.7,4.6,4969780,"CONT_LR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.46388_-81.83777","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"CONT",553,0,"2006_413U"
"417","2006_414U_1",0,0,"HOL BERM",1637885,"414U",2006,9,14,1,24.46498,-81.83792,3.8,9.1,4969780,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.46498_-81.83792","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"SPGR",554,0,"2006_414U"
"418","2006_414U_2",0,0,"HOL BERM",1637884,"414U",2006,9,14,2,24.46462,-81.83753,4.7,8.8,4969780,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.46462_-81.83753","NOAA Site-Stn 14012",24.4638833333333,-81.8391833333333,3408,"SPGR",555,0,"2006_414U"
"419","2006_415U_1",0,0,"HOL BERM",1639033,"415U",2006,7,18,1,24.49007,-81.6714,5.6,17.5,5284794,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.49007_-81.6714","Middle Sambo",24.4883333333333,-81.6733333333333,3408,"SPGR",556,0,"2006_415U"
"420","2006_415U_2",0,0,"HOL BERM",1639259,"415U",2006,7,18,2,24.49028,-81.671,4.4,7.6,5288544,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.49028_-81.671","Middle Sambo",24.4883333333333,-81.6733333333333,3408,"SPGR",557,0,"2006_415U"
"421","2006_416U_1",0,0,"HOL BERM",1640239,"416U",2006,8,16,1,24.50027,-81.62952,2.6,9.1,5367299,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.50027_-81.62952","Pelican Shoals",24.4998333333333,-81.6296666666667,3408,"SPGR",558,0,"2006_416U"
"422","2006_417U_1",0,0,"HOL BERM",1641174,"417U",2006,8,16,1,24.50357,-81.62313,4.4,10.7,5378551,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.50357_-81.62313","Pelican Shoals",24.4998333333333,-81.6296666666667,3408,"SPGR",559,0,"2006_417U"
"423","2006_417U_2",0,0,"HOL BERM",1641067,"417U",2006,8,16,2,24.5035,-81.62383,4.4,6.9,5374801,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.5035_-81.62383","Pelican Shoals",24.4998333333333,-81.6296666666667,3408,"SPGR",560,0,"2006_417U"
"424","2006_418U_1",0,0,"HOL BERM",1642121,"418U",2006,8,16,1,24.50387,-81.62127,4.7,9.9,5382301,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.50387_-81.62127","Widow Fingers",24.5116666666667,-81.6171666666667,3408,"SPGR",561,0,"2006_418U"
"425","2006_419U_1",0,0,"HOL BERM",1642568,"419U",2006,8,16,1,24.50815,-81.5727,14,6.1,5472304,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.50815_-81.5727","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",562,0,"2006_419U"
"426","2006_419U_2",0,0,"HOL BERM",1642446,"419U",2006,8,16,2,24.50828,-81.57188,12.2,7.6,5476054,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.50828_-81.57188","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",563,0,"2006_419U"
"427","2006_420U_1",0.5,1,"HOL BERM",1643144,"420U",2006,8,16,1,24.50995,-81.5663,9.6,10.7,5487305,"SPGR_HR",4,8,0,152,6,0.5,1,0,"HRRF","FLA KEYS","24.50995_-81.5663","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",564,1,"2006_420U"
"428","2006_420U_2",0,0,"HOL BERM",1643141,"420U",2006,8,16,2,24.51,-81.56693,8.8,8.4,5483555,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.51_-81.56693","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",565,0,"2006_420U"
"429","2006_421U_1",0,0,"HOL BERM",1644014,"421U",2006,8,16,1,24.51257,-81.5621,9.3,7.6,5494806,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.51257_-81.5621","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",566,0,"2006_421U"
"430","2006_421U_2",0,0,"HOL BERM",1644015,"421U",2006,8,16,2,24.51257,-81.56157,9,9.9,5494806,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.51257_-81.56157","NOAA Site-Stn 4211",24.5096666666667,-81.5719333333333,3408,"SPGR",567,0,"2006_421U"
"431","2006_422U_1",0,0,"HOL BERM",1644942,"422U",2006,8,17,1,24.52202,-81.5245,6.3,12.2,5566061,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.52202_-81.5245","NOAA Site-Stn 13592",24.5236166666667,-81.5238666666667,3408,"SPGR",568,0,"2006_422U"
"432","2006_422U_2",0,0,"HOL BERM",1644890,"422U",2006,8,17,2,24.52198,-81.52388,6.7,7.6,5566061,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.52198_-81.52388","NOAA Site-Stn 13592",24.5236166666667,-81.5238666666667,3408,"SPGR",569,0,"2006_422U"
"433","2006_423U_1",0,0,"HOL BERM",1645856,"423U",2006,8,17,1,24.52935,-81.52267,9.9,7.6,5569815,"SPGR_LR",4,8,0,152,0,0,1,0,"FSLR","FLA KEYS","24.52935_-81.52267","NOAA Site-Stn 13612",24.5284333333333,-81.5238666666667,3408,"SPGR",570,0,"2006_423U"
"434","2006_423U_2",0,0,"HOL BERM",1645844,"423U",2006,8,17,2,24.52062,-81.52285,10.5,6.9,5569810,"SPGR_LR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.52062_-81.52285","NOAA Site-Stn 13712",24.5222166666667,-81.5209,3408,"SPGR",571,0,"2006_423U"
"435","2006_424U_1",0,0,"HOL BERM",1646708,"424U",2006,8,17,1,24.5228,-81.52127,6.1,8.4,5569812,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.5228_-81.52127","NOAA Site-Stn 13712",24.5222166666667,-81.5209,3408,"SPGR",572,0,"2006_424U"
"436","2006_424U_2",0,0,"HOL BERM",1646743,"424U",2006,8,17,2,24.52242,-81.52133,6.7,11.4,5569811,"SPGR_HR",4,8,0,152,0,0,1,0,"HRRF","FLA KEYS","24.52242_-81.52133","NOAA Site-Stn 13712",24.5222166666667,-81.5209,3408,"SPGR",573,0,"2006_424U"
"437","2006_425U_1",0,0,"HOL BERM",1647717,"425U",2006,7,12,1,24.45787,-81.91568,7.6,6.1,4819777,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.45787_-81.91568","NOAA Site-Stn 13812",24.4564,-81.9163,3408,"CONT",574,0,"2006_425U"
"438","2006_425U_2",0,0,"HOL BERM",1647708,"425U",2006,7,12,2,24.45728,-81.91557,9.9,8.4,4823526,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.45728_-81.91557","NOAA Site-Stn 13812",24.4564,-81.9163,3408,"CONT",575,0,"2006_425U"
"439","2006_426U_1",0,0,"HOL BERM",1648571,"426U",2006,8,16,1,24.52218,-81.58093,2.4,9.1,5457311,"CONT_LR",4,8,0,152,0,0,1,0,"FSLR","FLA KEYS","24.52218_-81.58093","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"CONT",576,0,"2006_426U"
"440","2006_426U_2",0,0,"HOL BERM",1648560,"426U",2006,8,16,2,24.52228,-81.58075,2.6,6.1,5457311,"CONT_LR",4,8,0,152,0,0,1,0,"FSLR","FLA KEYS","24.52228_-81.58075","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"CONT",577,0,"2006_426U"
"441","2006_427U_1",0,0,"HOL BERM",1649416,"427U",2006,9,12,1,24.48333,-81.75275,9.3,4.9,5131040,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.48333_-81.75275","NOAA Site-Stn 3381",24.4799166666667,-81.76185,3408,"CONT",578,0,"2006_427U"
"442","2006_427U_2",0,0,"HOL BERM",1649449,"427U",2006,9,12,2,24.4834,-81.75327,10.4,5,5131040,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.4834_-81.75327","NOAA Site-Stn 3381",24.4799166666667,-81.76185,3408,"CONT",579,0,"2006_427U"
"443","2006_429U_1",0,0,"HOL BERM",1650369,"429U",2006,9,12,1,24.4849,-81.69517,7,9.1,5239791,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.4849_-81.69517","NOAA Site-Stn 14432",24.4863666666667,-81.6984333333333,3408,"CONT",580,0,"2006_429U"
"444","2006_429U_2",0,0,"HOL BERM",1650357,"429U",2006,9,12,2,24.48517,-81.69553,6.9,5.3,5239791,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.48517_-81.69553","NOAA Site-Stn 14432",24.4863666666667,-81.6984333333333,3408,"CONT",581,0,"2006_429U"
"445","2006_430U_1",0,0,"HOL BERM",1651224,"430U",2006,8,16,1,24.51263,-81.6139,7.3,8.4,5397306,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.51263_-81.6139","Widow Fingers",24.5116666666667,-81.6171666666667,3408,"CONT",582,0,"2006_430U"
"446","2006_430U_2",0,0,"HOL BERM",1651238,"430U",2006,8,16,2,24.51223,-81.61372,8.5,7.6,5397306,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.51223_-81.61372","Widow Fingers",24.5116666666667,-81.6171666666667,3408,"CONT",583,0,"2006_430U"
"447","2006_432U_1",0,0,"HOL BERM",1652937,"432U",2006,8,16,1,24.52013,-81.59598,6.3,7.6,5431060,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.52013_-81.59598","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"CONT",586,0,"2006_432U"
"448","2006_432U_2",0.5,1,"HOL BERM",1652899,"432U",2006,8,16,2,24.52035,-81.59517,6.4,6.9,5431060,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.52035_-81.59517","NOAA Site-Stn 0461",24.5169333333333,-81.5860166666667,3408,"CONT",587,1,"2006_432U"
"449","2006_434U_1",0,0,"HOL BERM",1654108,"434U",2006,7,12,1,24.45055,-81.98642,10.7,13.7,4688523,"CONT_LR",4,8,0,152,0,0,1,0,"FMLR","FLA KEYS","24.45055_-81.98642","NOAA Site-Stn 13572",24.4641666666667,-81.9869166666667,3408,"CONT",588,0,"2006_434U"
"450","2006_434U_2",1,1,"HOL BERM",1653951,"434U",2006,7,12,2,24.45072,-81.98612,10.7,16,4688523,"CONT_LR",4,8,0,152,15,1,1,0,"FMLR","FLA KEYS","24.45072_-81.98612","NOAA Site-Stn 13572",24.4641666666667,-81.9869166666667,3408,"CONT",589,1,"2006_434U"
"451","2006_435U_1",0,0,"HOL BERM",1654935,"435U",2006,7,12,1,24.45105,-81.89553,7.6,4.6,4861023,"CONT_LR",4,8,0,152,0,0,1,0,"FDLR","FLA KEYS","24.45105_-81.89553","S + RS 871",24.4526833333333,-81.8935833333333,3408,"CONT",590,0,"2006_435U"
