"","SP","m1.loo","m2.loo","m1.params","m2.params","mod","m1.sd_q","m2.sd_q1","m2.sd_q2","m1.sd_r1","m1.sd_r2","m2.sd_r1","m2.sd_r2","prop.sd.m1.rvc","prop.sd.m1.reef","prop.sd.m2.rvc","prop.sd.m2.reef","years.rvc","years.reef","rvc.b0","reef.b0","rvc.var.hab","reef.var.hab","reef.var.site","reef.var.dmy","reef.var.diver","rvc.b.depth","reef.b.depth","reef.b.btime","reef.b.vis","reef.b.curr","rvc.b.cont","reef.b.cont","rvc.b.isol","reef.b.isol","rvc.b.rubb","reef.b.hubb","rvc.b.sg","reef.b.sg","b.expert.reef","V41"
"49","Spanish Grunt",-11.4150330896697,-7.63362105241132,7.63264735286762,7.53691096296256,"model2",0.129700425053412,0.10047623693767,0.145030186477255,0.519924272135618,0.137278588432608,0.457288342590493,0.123094704568551,0.198625603050585,0.485585342053306,0.17891421130307,0.538379994684214,23,26,0.0759521690774699,0.720346415681499,0.707351931958226,0.642017481183386,1.72678285094999,0.72161392547792,1.08528594359336,-0.878264133253619,-0.212010625745217,0.256252149773509,0.0476732786270668,0.0714325707638815,-0.54103379013117,0.642714312248384,-0.393828128950522,-0.741785388406588,-0.394733304049183,-0.326143750989879,1.40918486191363,0.799924299953461,0.799924299953461,-0.20479173142234
"50","Tomtate",-34.6148422695468,-23.4156868414254,7.06659393653949,6.46350683904806,"model2",0.239051959943164,0.166621422445049,0.350177053712487,0.562549375538836,0.308907535892311,0.502073276769094,0.179174247265245,0.296193096059714,0.436946512786896,0.247510374478555,0.664212180530164,23,26,8.92804632753576,3.27959635790052,0.0986532468913562,0,3.42973893018103,1.70238323862874,0.970603120148873,-0.255235208422791,0.11168292479432,0.220886009966823,-0.0178151154992216,-0.030737028342915,-0.0886852661167233,0,0.487743947996215,0,-0.0765016758565778,0,-0.303784604220512,0,0,-0.498776484812153
"51","Barred Hamlet (Caribbean)",-97.2134042934621,-94.3542369723361,18.7765871433455,18.9065858383504,"model2",0.407010073582881,0.753214622227441,0.435080718720894,6.89813315158772,0.303874838092636,6.38547581816843,0.272108168304729,0.0549334719503313,0.572066369416336,0.104484031355535,0.613489043426574,23,26,0.0599331389290361,0.111272007671398,0.0960600539356318,0,1.23290871251337,1.49952081357495,0.350328839699734,0.479914464148352,0.31167817993762,0.181683849499387,-0.0141281580427434,-0.0380409828011482,-0.094937482757898,0,0.41704643766023,0,-0.297218342410441,0,0.00200566179940229,0,0,-0.298132830116355
"52","Black Hamlet",-173.236256869656,-171.228128996515,10.5317031214847,10.357267201689,"model2",0.489061893292507,0.595671518598772,1.91682404919357,5.41617954472642,9.44918553316308,5.2773050068621,7.98383013997943,0.0821008900529945,0.0485385984689687,0.100563046178161,0.19338349439002,23,26,0.026849556635358,0.0333025698468759,1.34440228489756e-21,0,1.08679757239102,2.00232834377496,0.2911893697862,0.476657331441056,0.283597889389566,0.161789932987339,-0.107422758943732,0.0318715062949844,-1.17648152079143e-21,0,3.48600567373052e-21,0,-3.58575135014125e-21,0,1.27617388646938e-21,0,0,-0.653774670016058
"53","Blue Hamlet",-91.5287341185165,-90.2438795080456,20.9795841877716,20.3090420007588,"model2",0.431795735473424,0.401933963424032,0.451840685778459,3.85705843222577,0.374313382410446,3.64517362073953,0.358409072727079,0.100093480552697,0.531968826960368,0.0976756652593694,0.550783558671693,23,26,0.087192844078712,0.15624347413536,0.0688888913255095,0,1.67890726408198,1.13589751205072,0.615937801891397,0.71331202346033,0.458208957824976,0.181677527581731,-0.0443552185567845,0.0669735557654816,0.00738934908055886,0,-0.180966374133176,0,-0.149287835124907,0,0.344200749551251,0,0,-0.775148955440438
"54","Butter Hamlet",-38.6691784785459,-26.6866787795141,6.50828680635376,6.57049352942752,"model2",0.141646350580916,0.1824686561169,0.315089265493497,0.597910100132459,0.388859988967639,0.465687100646758,0.244204192766871,0.191355094588005,0.264325055401076,0.274121418144795,0.562514240986404,23,26,0.1581730975171,0.602507038284678,2.12898715709347,0,0.966814732528767,1.517402899831,1.88909412535843,0.441205139593745,0.658447128478784,0.200960271730077,-0.113518076851653,0.0594358909767906,-0.500847181374159,0,-0.0207545757488495,0,-2.50868518759702,0,-0.210045805176902,0,0,-0.529842455082354
"55","Hogfish",13.580940756734,29.4556040656793,7.18156294169529,5.57583391036683,"model2",0.102547742931509,0.228764041172167,0.0943300452467711,0.329826278427711,0.0769752910378805,0.113288509361889,0.0814533051194,0.237360333576584,0.564987699859215,0.676545210815805,0.536253610237831,23,26,0.709771249002075,1.44470430472162,0.451605166777636,0.200480891471472,0.379387214511223,0.591172731796706,0.651143481987243,0.198465268191434,0.260249348638353,0.301008769817962,-0.017509972149245,0.0283396842819429,0.484594321449772,-0.0107068576339986,0.705691635848942,0.585250148280844,-0.983354112019147,-0.139951498045548,-0.187422252857042,-0.464318069940456,-0.464318069940456,-0.130038851192027
"56","Spanish Hogfish",5.57627584559104,18.3280558137316,5.39785669657485,5.22356075168883,"model2",0.039005119589463,0.10387402462723,0.0418418515079821,0.285021332524862,0.14318751894898,0.14972054096722,0.134198239394929,0.122248275817222,0.209903375766539,0.401638031977676,0.233121477712267,23,26,0.210162008929892,1.35826450977085,0.513808479983806,0.296264974309032,1.11521630238554,0.446777193391008,1.34085496098811,0.332676235447512,0.038700624920705,0.269598494978228,0.0911184690659783,0.0342283184031517,0.264750130853596,0.238136035158448,-0.0851161987929514,-0.541718158503306,-1.01879843223275,-0.234622749660018,0.8803257839683,0.564851047491503,0.564851047491503,-0.54800492243774
"57","Bar Jack",-8.26773320021497,1.42766050578604,6.01760522576706,4.21311827340171,"model2",0.135571129529812,0.113132600070559,0.238953372283299,0.253244001002329,0.2418246869395,0.242153069860626,0.141827322050093,0.348990101350234,0.359584137998323,0.313884197603675,0.625914679671837,23,26,2.6239203413957,7.03880400947706,0.0902263637957355,0,0.251884507507881,1.16374837958496,0.93019604145489,-0.137496888207774,-0.11444095482335,0.102278494207039,0.0114211308487613,-0.000508020449902635,-0.0348724890223333,0,0.111634630505512,0,-0.430168110810816,0,0.36397069925795,0,0,-0.331878732511824
"58","Blue Runner",-161.281806717146,-160.974696306663,17.1998784150073,17.462498878575,"model2",0.595788038106444,0.762792585048996,0.971492703270529,3.18045772573617,8.02488081117784,2.99733971120694,7.75715515759975,0.155206881712167,0.0687241715318493,0.195933847418337,0.109204504210973,23,26,0.463463832091788,0.000359398258961043,0.0442226311767737,0,0.215792180970082,54.3950392087552,1.24724577388086,0.389811451588591,0.415325445703419,0.0341025746695406,-0.0116313951706583,0.164034303718404,-0.0785722809271057,0,0.246504050827201,0,-0.00538596016152799,0,-0.144381527549755,0,0,-0.0216071711657805
"59","Yellow Jack",-41.2305026756318,-33.5838848471698,5.81669287339697,5.15116586746251,"model2",0.0914561231386336,0.165966180514566,0.250233758041247,0.546785853475717,0.480596593294792,0.468277693286234,0.356475727594981,0.140824398927916,0.160304438249955,0.256612925726868,0.408166084280716,23,26,0.441174364836612,0.0148703515453089,0.00195272345429902,0,0,12.8635269754358,1.23888743654131,0.069924738716538,0.125111090529215,0.248482716089574,-0.0828214841641803,-0.0240622388038876,0.0129144452276551,0,0.0138009812448988,0,0.00200837024656502,0,-0.0282516446023864,0,0,-1.05790523336845
"60","Cero",-85.2701621507526,-84.9293726215784,20.671822557605,19.7156878671977,"model2",0.0618150993034031,0.415675909430975,0.0663705815743778,2.82886405039622,0.469794164912135,2.74831121111639,0.473197479398791,0.0212500928820875,0.113919809250435,0.127925103129193,0.121063584522024,23,26,0.0734387209334191,0.00336525048832669,0.0183805333377378,0,0,16.3755955463692,0.524935435326743,0.523856905992673,0.433213001275769,0.198054017147556,0.0731915467658626,0.0211306501199236,-0.00587345693233081,0,-0.087614918660908,0,-0.0460319949532281,0,0.146707491105212,0,0,-0.674263072708799
"61","Blue Parrotfish",0.198757203267351,13.0299271586727,5.54081959038346,4.20667327384308,"model2",0.12692865580004,0.197524609952318,0.167426229562958,0.322184458848591,0.137142626386937,0.210947811587328,0.0928485601376449,0.280821706052097,0.47568719052374,0.480558391834862,0.642862485082028,23,26,0.167434929834413,0.78842599587246,1.90918846440398,0,0.419876902277689,1.14546855524116,0.531879113902313,0.113085368365878,0.144414369870404,0.173597056322798,-0.0674180528640524,0.0947922730407723,0.424536189612593,0,0.882374544711951,0,-2.15271958104906,0,1.00493821583713,0,0,-0.193604043315369
"62","Bluelip Parrotfish",-163.289030712672,-102.732827382407,8.23300050779183,5.46039796508331,"model2",1.20800342428318,4.83736155785619,4.21526087095797,5.67540341917086,6.04762813914061,1.17985989745774,0.723935957294516,0.173706939801321,0.166778519299574,0.810605767888043,0.858109501814742,23,26,0.173630783912444,0.0364579778124422,0.340553662570645,0,0.35207165393735,2.29340488764441,1.65278408341784,0.402167053100097,0.365350784148597,0.289131703020762,-0.0601482345837338,-0.115877478321793,0.121018519569904,0,-0.25966145503146,0,0.86477907851117,0,-0.691161644950137,0,0,-2.08760928215513
"63","Bucktooth Parrotfish",-117.812127457232,-117.112126103079,11.2295894490218,11.1572832177447,"model2",0.174032063971213,0.627472775166996,0.170384493524606,5.28701019573099,1.13603251681023,4.99789095961395,1.13042825027147,0.0311948293379084,0.130706640940887,0.111420241176291,0.128001819997552,23,26,0.220959897708098,0.000207794064695147,0.270871938433599,0,1.18686434241898,40.13610080225,2.44917358523122,-0.37428393175961,-0.227371810428231,0.172972978491233,-0.0409277049490741,0.200421737750603,0.165652841166344,0,-0.0378002088136838,0,0.657368750527728,0,-0.761257819844989,0,0,-1.63093097474538
"64","Greenblotch Parrotfish",-52.129421462811,-40.8876886222131,4.15080603239638,4.41827388943525,"model2",0.211892574022746,0.262362587422479,0.385221034489872,0.474610831279598,0.7858742248494,0.376988171273796,0.51991922676916,0.308329097158084,0.210537730341451,0.404666508298926,0.420787913592431,23,26,1.4302884683393,0.310281568202399,0.141133958532969,0,0.784432875093348,0.761152850008538,2.40245599923455,0.263431129304464,0.376741400223461,0.379712557014996,0.110133777518892,-0.133125437300724,0.12248142525878,0,-0.181831222143205,0,0.536157894567765,0,-0.468517164550243,0,0,-1.11510516178698
"65","Midnight Parrotfish",15.6075907753313,22.4782318852194,7.71189449883282,6.87083898203775,"model2",0.161597570552408,0.114642941478941,0.16315177656532,0.478595932340213,0.0373534370614998,0.346122124801914,0.0351601888933426,0.251385284308626,0.814264049355876,0.244667389930178,0.825629215436655,23,26,0.151303241394144,1.02932160259102,0.831313741604598,0,0.249917880324805,1.63891109488932,0.300081384577392,-0.534412205975623,-0.246836487307995,0.255381549876593,0.0715019847563409,0.027276076298788,0.057221933540143,0,0.417982829106893,0,-1.35752610276823,0,0.963729181376883,0,0,-0.219520742200585
"66","Princess Parrotfish",-23.1662429640152,-4.94679249563656,6.28831465904674,5.27257908584511,"model2",0.0396497895169862,0.414375314385806,0.0306514860731621,0.623384154691027,0.217443569705459,0.206925977226184,0.219663287571512,0.058183795883358,0.149066222746619,0.672230352265069,0.118320821966987,23,26,0.598112196315429,1.01505089762889,0.215208260918038,0.220583232193731,0.768908748239622,0.245949987419688,1.70465756710795,0.285490206071631,0.078185483953295,0.222408637408338,-0.0177232952485592,0.00253702897780803,-0.0607000330553855,0.0431453372875611,0.240760119919608,-0.47656368934841,-0.664071296908077,0.112262571152757,0.511814389914064,0.549850510124432,0.549850510124432,-0.426180630811017
"67","Queen Parrotfish",-18.8931139063098,-11.0683667201221,7.60780483066987,6.2812605318582,"model2",0.127821831915144,0.127302354134709,0.244397693337144,0.258536919927267,0.360519368169571,0.235456599726716,0.240821971072024,0.327432641399504,0.259129400243848,0.34898110730966,0.503269419905283,23,26,0.165296626347264,0.658553444085581,0.899337169861187,1.50893932922178,2.5309425055225,0.455478068251585,2.21241120395854,-0.497316543829333,-0.439238637112333,0.289986456095974,0.0429598477556254,0.00252842193909051,-0.134590861989952,0.856835694845914,-0.833626100325061,-1.50517781074559,-0.535531466102338,-0.0842359708548623,1.5585633911296,1.17188889804489,1.17188889804489,-0.635308845739494
"68","Rainbow Parrotfish",-17.5948658393415,-10.7551942425175,4.46175323884851,4.59930089960174,"model2",0.120651601538239,0.122402488725615,0.265982141930315,0.322960872407846,0.299812234787201,0.311909800636758,0.18712963817826,0.271269688018614,0.284034195134702,0.280680316133296,0.591610650315375,23,26,0.118254201483446,0.334846974351772,0.649395149847151,0,0.366226507584211,1.35090569319905,0.47535802852065,-0.352292897570261,-0.181330361274971,0.189606151205848,0.0193042500794172,0.0487192175324197,0.542119055272183,0,0.39227177751134,0,-1.28697601836343,0,0.421887485607839,0,0,0.0806086857050188
"69","Redband Parrotfish",-21.0549313079353,2.69169200052927,7.59556922334832,5.69808985959894,"model2",0.111834714695131,0.116508897493618,0.364265904888284,0.216281701981293,0.46413107679247,0.203523295654571,0.1253109572361,0.339209412837037,0.194476850274739,0.359392294707416,0.750109647188277,23,26,4.35131794737444,6.68155447385675,0.123983238382245,0.0216336103325449,0.118920840152928,0.281877464555516,3.90598847649186,0.000340286258006905,0.0678495034765945,0.246659816852696,0.0944039730604384,-0.00920672445882993,0.250901527133728,-0.0216793723207307,-0.0105583607489136,-0.113693573297416,-0.561433533921599,0.00843185493643136,0.326095327837574,0.143923008142018,0.143923008142018,-1.39496160484574
"70","Yellowtail (Redfin) Parrotfish",-18.4008118683678,-15.3154798577849,3.65533103076907,4.20400551483923,"model2",0.126978198548175,0.13870945426059,0.17067128937031,0.344359861820633,0.29139140809484,0.308488404990955,0.249400068764735,0.268242900224852,0.303152253635461,0.307233469867642,0.407085193979513,23,26,0.336731452036582,0.902986187058743,0.430935000332577,0.15515194609409,0.620399885025894,0.556761469470996,2.04422001414028,-0.584503697426319,-0.270211234567997,0.31943122430179,0.104754828403009,0.00312354366465631,0.300653496964712,0.0708618951980278,-0.176997847675075,-0.105430384287264,-0.917303841223952,-0.249785117432922,0.819374585593928,0.615140365641781,0.615140365641781,-1.03286787229436
"71","Redtail Parrotfish",-27.984613846999,-21.8728271676289,6.70644775834228,5.93200191342343,"model2",0.212455339057404,0.189758199059509,0.341887620860519,0.335198356522499,0.388449070733642,0.322753781291471,0.264133957418109,0.386688341081896,0.353640338321419,0.369178826249955,0.560148489562661,23,26,0.427545428770106,0.507696839756614,0.207171450656309,0,0.327075471252739,0.439128697339552,1.87575253299734,-0.136739501024995,-0.0635317394049597,0.287347159032669,0.0206019092871658,-0.0227320379150568,0.451131520944304,0,0.0760357570898231,0,-0.712305012644051,0,0.206259559840696,0,0,-0.739766810888415
"72","Stoplight Parrotfish",-8.74710244218455,12.815547267759,5.13067949335845,4.67412641770687,"model2",0.0701479404273249,0.113021420008301,0.185176382800092,0.302508901619318,0.232927073393143,0.202691378232061,0.10165928247,0.186726203139805,0.226153658549695,0.355964150975284,0.647195504234265,23,26,1.38267914607307,6.92083715725198,0.741994751764149,0.194002891740634,0.407217255179313,0.31109018080409,2.7192830348452,-0.474810877560234,-0.350274058952873,0.309298785588197,0.100875772481005,-0.028045548964229,0.366882061634466,0.108858363467752,0.145540585918444,-0.575297652447344,-1.39567062153578,-0.0433614884503788,0.897830436741063,0.448177071052656,0.448177071052656,-0.727458217273646
"73","Striped Parrotfish",-30.6816055446168,-2.14694204261751,9.05844571085221,5.3694350248581,"model2",0.0832870705652819,0.0903527373143161,0.373184641083612,0.214192131470433,0.695105324598102,0.20332834619435,0.179461054944192,0.27422628933305,0.108020944029189,0.30060852413847,0.676391670136137,23,26,5.80188176793073,4.24565258115641,0.587495365915216,0,0.358139395258825,0.585344170022203,4.63679401180412,-0.032650369486573,0.107762874830475,0.229821120608681,0.0525397007240206,-0.00115116373290143,0.200288441351075,0,0.591793057902913,0,-1.28700922510949,0,0.506576673187509,0,0,-1.15100445502523
"74","Saucereye Porgy",-33.8862360674049,-38.1688270121145,8.86841095408695,7.41067697096532,"model1",0.456690889359262,0.377477443751701,0.0802094170636189,0.370424270902675,0.38745386790573,0.378981236125513,0.505770066484045,0.554177387884821,0.542616822933937,0.49085965754861,0.136542630816143,23,26,0.17282589153988,0.166016332556391,1.74701615647455,0.240848464648304,1.04540403405753,1.42655515845423,0.729640917454108,0.399769644999857,0.327219808611704,0.310346649111803,-0.00183464045434704,-0.0490143255591088,0.81462277385395,0.18548694871683,1.16314654257085,0.987450354407833,-1.99789728335978,-0.0647688182067706,0.171170235653802,-0.139384643841465,-0.139384643841465,-0.520624370076183
"75","Balloonfish",-86.5706771924885,-55.9575962035217,13.4972723281434,8.77900303745467,"model2",0.393341388973759,5.74288465251174,0.394623536162341,8.01326431884349,0.181571876576921,1.08849166855863,0.182587814281096,0.0464083537481558,0.687439857158297,0.845344711271282,0.686909377052359,23,26,0.0169269178398474,0.0375913539508315,0.225603674768463,0,0.515152118201692,2.90011827616056,0.112949529822643,0.147081460082272,0.173813735522583,0.136537357752044,0.0532611219456789,0.052600352965148,-0.12502462371328,0,0.691688535635766,0,-0.222163177762093,0,-0.272864825533455,0,0,0.0283038085289931
"76","Sharpnose Puffer",-20.6053311933218,-6.23987556449432,5.95819285797177,5.38430304270391,"model2",0.0566885401228771,0.187730388317038,0.110118190633549,0.499821972183308,0.240392606496797,0.268912804922534,0.193138374816415,0.0998754031316962,0.189732952024737,0.40695762922304,0.356774665660117,23,26,0.534014953008199,1.93162041528902,0.201695067201006,0.178554241130355,0.227019232707796,0.491463693637062,2.96540442793333,0.4020490233325,0.550138678791115,0.390594146425283,0.0923843886837282,-0.00505223129916608,0.25620683854395,0.375708049126869,0.00714548283113459,-0.552896192304375,-0.702437542346121,0.145560434255663,0.451941694569638,0.19622557623708,0.19622557623708,-0.689270621864204
"77","Yellow Stingray",-104.641202265886,-100.661649607221,21.8818179712246,20.3932279861029,"model2",0.23532579933405,0.238505692137491,1.01587743420915,0.48600784422435,4.24945953310873,0.48267273335517,3.69352545894349,0.324430540855162,0.0518609181392589,0.323641677380849,0.213872343691539,23,26,0.058753671594709,0.104254782062101,0.111729256736715,0,0.98763920055321,2.54324702283423,0.0733815792176815,-0.0290842157209673,0.0239683855945942,0.171736396527951,-0.0372385259282655,0.0850440589159967,0.420431184729431,0,0.111288256117284,0,-0.131516023475149,0,-0.368527901278325,0,0,-0.0709803811126727
"78","Green Razorfish",-82.9585893485371,-78.0022216348177,20.5229587446454,19.878523041719,"model2",0.450140872185768,0.619423834604192,0.472771616160089,3.70991079678011,0.250497231721416,3.33960637449119,0.218839621864185,0.106143394913005,0.646984546815214,0.155550091822666,0.688437402801805,23,26,0.44795731466935,0.262170255827546,1.47250164943287,0,1.24251965333225,1.44141232433017,1.23221553698813,-0.254506462941937,-0.236737819750187,0.302491380991461,0.165201815306569,-0.0279450499345704,-0.0205509306999204,0,-0.688523805333465,0,1.96198266395408,0,-1.2299972376375,0,0,-1.32375265358629
"79","Harlequin Bass",-17.9479396133061,-1.508158700222,5.56352343930376,5.23514701268665,"model2",0.11927861697675,0.174865175566843,0.168905264006855,0.511760111328506,0.195557017402581,0.281338675017416,0.148327910320498,0.188049867236856,0.375929062001128,0.381081417720319,0.526388989119009,23,26,0.334237911725837,1.24294144014043,0.16011908970526,1.04568066488844,1.30303134833488,0.59425505783999,1.51339302740677,0.40396574942636,0.441208187363009,0.35656212938564,0.038927883860103,-0.00666245463057231,0.462452466383393,0.389391234659859,-0.37467958302069,-1.42412500590773,-0.37859975717686,0.491992031068576,0.307541569025804,0.799141783225275,0.799141783225275,-0.4744604766067
"80","Lantern Bass",-131.381398554088,-130.400256481832,15.0300590771736,15.0104173856353,"model2",0.366778603746304,1.00733052847186,0.417957543726444,16.0379017682387,0.659906994357828,15.1550314174205,0.618831569497035,0.021763105728841,0.358132597709254,0.0619160080596465,0.401496985527557,23,26,0.0637751820326773,0.0557578175776724,0.444380357289793,0,0.743658454634546,1.41885118415213,0.888306914931281,0.222613135338398,0.305287674538468,0.49383639187392,0.0914527603867673,0.0356172750949209,0.223228861849386,0,-0.488866060869947,0,0.980535314294387,0,-0.675728761460856,0,0,-1.3980646370373
"81","Tobaccofish",-122.681155353532,-121.674624014309,18.5987994833061,18.6594283676321,"model2",0.267824712007208,1.35930974589164,0.268211975938129,8.72361102541247,0.714780921445274,7.72686253390882,0.715970512181793,0.0295478263136176,0.270666104151452,0.145668710718746,0.269556191162137,23,26,0.0818811957966299,0.0766812775274643,0.120267266436973,0,1.92091184933594,2.27274966919176,1.15652758740336,0.783534632197739,0.604900297524815,0.0997027569881219,-0.0347560587713133,0.0187919508472531,0.0911198198341157,0,-0.264546598069393,0,-0.245404363847563,0,0.44982792954234,0,0,-0.629508377657446
"82","Nurse Shark",-94.7017297735461,-95.500339074733,13.2757072838098,13.0282200273999,"model1",0.498414457946921,1.227068880539,0.504423168784112,6.12427271248814,0.337635822555114,5.49914873023062,0.339526808190034,0.0747950342609191,0.592047070550488,0.183781579236187,0.591459395453301,23,26,0.0205163525986149,0.0557449777444897,0.103496651765937,0,0.613507986671432,2.99390437742454,0.109403153505876,-0.191321013982629,-0.156316692011522,0.179915453091302,0.107012162915495,0.0114897593422926,-0.27849922146226,0,0.0526250438481153,0,-0.110064913528876,0,0.377632221110643,0,0,0.0110581392488823
"83","Dog Snapper",-83.3193962487303,-83.9302094974547,14.7212724753114,14.3758340346229,"model1",0.26477103995296,0.398485661312223,0.254079540520398,5.29968180456444,0.241935634560921,5.34822304369513,0.252265512421085,0.047084786997276,0.517237236845989,0.0685698216589323,0.499758684221062,23,26,0.0183167687762335,0.129881895797574,0.957859889191897,0,1.09016679494671,1.56022594212735,0.501651865831817,-0.218613658994934,0.0246578045415851,0.232304890332058,0.109549590279717,0.000836490874510512,0.1075710683393,0,-0.344347608468064,0,-0.951250681436205,0,1.38363558556873,0,0,-0.337385126809784
"84","Gray Snapper",-11.8293740349515,-2.35182390164298,4.53592283045285,5.05096417303742,"model2",0.0902869054555254,0.140272106355423,0.159639874946677,0.338869393441416,0.240033826025625,0.250865687807719,0.176037942449905,0.2094893891895,0.271610345659384,0.353155930684827,0.475388462618098,23,26,1.57426663922713,4.45371385411782,0.958364592910135,0,2.30197861594672,1.05414714239517,1.5830956194832,-0.685133479778809,-0.246833833773281,0.226261860414679,0.0818692631595258,0.0150192545607192,-0.253420484631348,0,0.83328101988411,0,-1.41314432229005,0,0.893397972281629,0,0,-0.59967173966506
"85","Lane Snapper",-86.7077627820723,-85.4400026087831,13.8315104827209,13.9895159810504,"model2",0.454403935043613,0.481919003187385,0.474246539810504,5.24782844833549,0.265003879888966,5.2563014560037,0.243087091751804,0.0784859160628734,0.635009048346079,0.0827483256413931,0.667528971162091,23,26,0.186042662810167,0.365067240690385,0.403050749750698,0,2.13393101838757,1.86203554004937,0.712512023709808,-0.0954519803421498,0.183080276527084,0.226888034729583,0.0626065452343316,-0.0350808357829069,-0.427648191039807,0,0.931386298272431,0,-0.397588686178297,0,-0.00268113260359223,0,0,-0.530279233941265
"86","Mahogany Snapper",-17.8349604398024,-18.2096144296884,4.4864076337667,4.40612667262552,"model1",0.107046938869078,0.200431709164487,0.0788064125199112,0.467423595155294,0.220421929289465,0.404437022900721,0.230938951168977,0.185709232959553,0.321720882505472,0.328327505927679,0.253021654428824,23,26,0.135850068077595,1.59729248627095,1.01536255672043,0.161240774191483,2.43398029719943,0.86028053064421,1.42237643694636,-0.678694138583408,-0.102644516797902,0.33502268915759,0.063754357908066,0.0341107337896045,-0.639749531004968,0.126124679289992,-0.448460716922641,-0.256007877385448,-0.467514371836307,-0.0826110020569578,1.68079972060169,0.423899629261242,0.423899629261242,-0.31808216235388
"87","Mutton Snapper",-18.7874735211076,-9.74840130177369,7.27746380361416,6.14382749501815,"model2",0.0796742607141378,0.16060065921831,0.11482198814543,0.572065961020817,0.190037378536149,0.398908814220405,0.16278212505241,0.120534472949075,0.294252059796465,0.28623460537632,0.407439587942471,23,26,0.212540589594187,0.408203113199686,0.618624805166186,0.334499068500375,1.20686094506795,1.17778962251117,0.39905961332644,0.489918489523307,0.187049475315551,0.199696199502903,0.0331341704876219,-0.00160952327840971,0.592181124855445,0.253236532644553,0.468795354828324,0.952100966609791,-1.26515164579847,-0.403647352907872,0.255331599674788,-0.0592995329784987,-0.0592995329784987,-0.300864504860034
"88","Schoolmaster",1.47612957222027,15.3351803734142,5.01055356646513,4.19300868680695,"model2",0.216651168305687,0.160239672314981,0.229324775089714,0.356702625476169,0.0967772741103218,0.232450124005839,0.0725169664637744,0.373293985306952,0.696452346611385,0.405090021532125,0.763330886905955,23,26,0.394242637694705,5.12678836544966,1.37843067202461,3.49018367526236e-12,2.96065347329406,1.05447525341389,1.13548016515596,-0.989080258533045,-0.245181776354558,0.210646131204889,0.101694189068234,0.0949685365421234,-0.0574198566195927,-1.97044879151075e-13,0.317080180574254,-5.94419146931256e-12,-1.64382104593142,-3.87143244045039e-12,1.4831696923126,1.48679522745555e-11,1.48679522745555e-11,-0.466579098701766
"89","Yellowtail Snapper",-7.91481934842914,2.14531083703686,6.06753282708297,6.1248783253582,"model2",0.0416054626420877,0.0757270415855348,0.181152885461343,0.233944217128051,0.287802897877493,0.203458124973473,0.181235680313349,0.149065705351966,0.125143173454719,0.264733767996803,0.498539519260509,23,26,3.5836098217099,18.0523644746791,0.544043728473073,2.38360305686198e-09,0.851053456686936,0.71067630618563,1.20841582016633,-0.412324410576316,-0.221717732297894,0.252671562584277,0.109952458020998,0.0384414703969396,0.154837484423329,-5.33569632080264e-09,0.250848393829992,-9.22950138504437e-09,-1.18212784315413,8.73456427240263e-10,0.79277782153278,1.14349007822685e-08,1.14349007822685e-08,-0.368756354220783
"90","Longspine Squirrelfish",-89.905398352426,-91.8440487259787,19.5054809270636,20.7022751336876,"model1",0.350071471326681,0.324088420554614,0.352218595503202,3.79518292395143,0.387485701761715,3.72039323390894,0.381700175509988,0.0831777816378275,0.472002719978645,0.0789645008143192,0.478859918973557,23,26,0.0684043845019938,0.150527588263784,0.534455030323472,2.20905466382578,6.72289616441632,0.67667847153758,1.48280392350268,0.520064014750083,0.213291705020025,0.318019399954268,0.0235689626758259,0.0666699405292276,-0.320595818384905,0.685271127149411,-0.841155465417711,-1.36455922177416,0.354165386381816,0.550915132006991,0.929403543842061,1.48962214517387,1.48962214517387,-0.765253222442171
"91","Squirrelfish",-17.9898303049762,-21.7090556040034,6.13819720835778,5.63982705360177,"model1",0.195039196136937,0.0934056193185122,0.160167984419474,0.505532095989461,0.180959510322034,0.506156445969889,0.205076657972216,0.277307965635741,0.515486398832684,0.150848694876864,0.435943932157851,23,26,0.124575156645018,0.414592597324033,0.244003768017264,0.11395160756218,2.18854046731529,0.475904132771378,1.28067940858499,0.212490771052265,-0.125788531313922,0.176954537626803,0.0489569031128117,0.0831381989584694,0.0780034068128511,0.163756014976522,-0.584270861010413,-0.220862959742144,-0.13351323288405,0.0176040899744804,0.687260043451848,0.326441851065019,0.326441851065019,-0.107915167042584
"92","Blue Tang",22.0312828831157,40.7427973236375,5.43122079588189,4.50791836384242,"model2",0.0814221706684168,0.0854724061331506,0.105954811209889,0.218285576197514,0.0822343954273369,0.122183166119399,0.0544675358886185,0.271185431819367,0.494827117960412,0.407166800401987,0.658583425411288,23,26,2.85016541158109,9.94223112367426,0.2961126146538,0.126978605495244,0.0756234517226945,0.353709447501681,1.95028477737512,-0.142953520139562,-0.242364645814585,0.291586213006228,0.103197970823191,0.0138220194491631,0.420394244056047,0.179090523940804,-0.00745743471505087,-0.557446022454724,-0.870731836583281,0.08853967119496,0.467558165792661,0.23622606977537,0.23622606977537,-0.403454168976263
